booking_id,1 Time or Recurring
63052,FALSE
49260,FALSE
28536,FALSE
60017,FALSE
54157,FALSE
59540,FALSE
66307,FALSE
73070,FALSE
59163,FALSE
52296,FALSE
53497,FALSE
70033,TRUE
44743,FALSE
66472,TRUE
67198,FALSE
48285,FALSE
49903,FALSE
50015,TRUE
69025,FALSE
27880,FALSE
34769,FALSE
46090,FALSE
70039,FALSE
31587,TRUE
41693,TRUE
74020,FALSE
35662,FALSE
36990,TRUE
46422,FALSE
56865,FALSE
35039,FALSE
39695,TRUE
42817,FALSE
52325,TRUE
32120,FALSE
72732,TRUE
50016,FALSE
40870,FALSE
42917,FALSE
55694,TRUE
69961,FALSE
72131,FALSE
49484,FALSE
65685,TRUE
75097,TRUE
54886,FALSE
74617,FALSE
52124,FALSE
64512,TRUE
52858,FALSE
40644,FALSE
42820,FALSE
37303,FALSE
46691,FALSE
57236,FALSE
74699,TRUE
69030,TRUE
72898,FALSE
38444,TRUE
48857,FALSE
53247,FALSE
46697,FALSE
48872,FALSE
68138,TRUE
34143,FALSE
35642,TRUE
54977,FALSE
58256,FALSE
60022,TRUE
34847,TRUE
68910,FALSE
57218,FALSE
42200,FALSE
48311,FALSE
30588,TRUE
62236,FALSE
27630,FALSE
72003,TRUE
38106,FALSE
39978,TRUE
53030,FALSE
26698,TRUE
72794,TRUE
26208,FALSE
65989,FALSE
37046,FALSE
40143,FALSE
43746,FALSE
53697,FALSE
54570,FALSE
31977,FALSE
71480,TRUE
50776,FALSE
26106,TRUE
39336,FALSE
31130,FALSE
36994,FALSE
41242,TRUE
69962,FALSE
39062,TRUE
53056,TRUE
53715,FALSE
72985,FALSE
62409,TRUE
53290,FALSE
66741,TRUE
46834,FALSE
34227,FALSE
39697,FALSE
70769,FALSE
29043,TRUE
50901,TRUE
54994,TRUE
32050,TRUE
33843,FALSE
33846,FALSE
46294,FALSE
46309,FALSE
69029,FALSE
50594,FALSE
59382,TRUE
44523,FALSE
44524,FALSE
51146,FALSE
67309,FALSE
45751,TRUE
47351,FALSE
42711,FALSE
55895,TRUE
27708,FALSE
48757,TRUE
74901,FALSE
74914,FALSE
47497,FALSE
54081,FALSE
39878,TRUE
45387,FALSE
28024,TRUE
44166,FALSE
45878,FALSE
62729,TRUE
58949,FALSE
47798,TRUE
41336,FALSE
74815,FALSE
47021,FALSE
47022,FALSE
68386,FALSE
51836,FALSE
53072,FALSE
25752,FALSE
25753,FALSE
25754,FALSE
67637,FALSE
69028,FALSE
38734,FALSE
55992,FALSE
29041,TRUE
31670,TRUE
55793,TRUE
73409,FALSE
50437,TRUE
60038,TRUE
42105,FALSE
39787,FALSE
46081,FALSE
61479,FALSE
63152,FALSE
70200,FALSE
63124,TRUE
26186,FALSE
38933,FALSE
73275,FALSE
56747,TRUE
34161,TRUE
60390,TRUE
45407,FALSE
73349,TRUE
51005,TRUE
43987,FALSE
45048,TRUE
67923,TRUE
31999,FALSE
53291,FALSE
60294,TRUE
40366,FALSE
26338,TRUE
35129,TRUE
55152,TRUE
64144,TRUE
63797,FALSE
35853,FALSE
73757,TRUE
29289,TRUE
43214,FALSE
48539,FALSE
27323,TRUE
44873,TRUE
45368,FALSE
49374,TRUE
25120,FALSE
65413,TRUE
64133,FALSE
71177,TRUE
35940,TRUE
27162,FALSE
62309,FALSE
56779,TRUE
74246,TRUE
24685,FALSE
28724,TRUE
55071,FALSE
65112,TRUE
71482,TRUE
44877,FALSE
49907,FALSE
40840,FALSE
30336,FALSE
74134,TRUE
25961,FALSE
64407,TRUE
71175,FALSE
73591,FALSE
49773,FALSE
69734,TRUE
71416,TRUE
65823,FALSE
66166,FALSE
54361,FALSE
61261,FALSE
42699,TRUE
68997,TRUE
54872,FALSE
58788,FALSE
46781,FALSE
61845,TRUE
36239,FALSE
36240,TRUE
37459,TRUE
37609,FALSE
67757,FALSE
60636,FALSE
58850,FALSE
62058,FALSE
38666,TRUE
60273,FALSE
55389,FALSE
25251,TRUE
40465,FALSE
35537,FALSE
38590,FALSE
69671,FALSE
31975,TRUE
32196,TRUE
45378,FALSE
33392,TRUE
64486,TRUE
48409,FALSE
47565,TRUE
61378,TRUE
61379,FALSE
56764,TRUE
41024,FALSE
31995,FALSE
45291,FALSE
31233,TRUE
30398,FALSE
59873,FALSE
63350,TRUE
25515,FALSE
48396,TRUE
59176,FALSE
48272,FALSE
42911,FALSE
54698,FALSE
70992,FALSE
38007,TRUE
46578,FALSE
47028,FALSE
47033,TRUE
47101,FALSE
55603,FALSE
56295,FALSE
56681,FALSE
56749,TRUE
57231,FALSE
57447,FALSE
58129,FALSE
58425,FALSE
58833,FALSE
59857,FALSE
60566,FALSE
60804,FALSE
61831,FALSE
62672,FALSE
63116,FALSE
64155,FALSE
64920,FALSE
67751,FALSE
71553,FALSE
74890,FALSE
25655,FALSE
35253,TRUE
37060,FALSE
39885,FALSE
44889,FALSE
40945,TRUE
27415,FALSE
59720,FALSE
53126,FALSE
60574,TRUE
65592,FALSE
33397,TRUE
59412,FALSE
70882,FALSE
63123,FALSE
39780,TRUE
37310,FALSE
62402,FALSE
42496,FALSE
55378,TRUE
69921,TRUE
71745,TRUE
44212,FALSE
72226,TRUE
33230,FALSE
49883,TRUE
69569,FALSE
69571,FALSE
69573,FALSE
69574,FALSE
32713,FALSE
51702,TRUE
57459,FALSE
45888,FALSE
67927,FALSE
30415,FALSE
30417,FALSE
40866,TRUE
27727,FALSE
43101,TRUE
50450,FALSE
55873,FALSE
40754,TRUE
40172,TRUE
59940,TRUE
57468,FALSE
50031,FALSE
68795,TRUE
69644,TRUE
37054,FALSE
65210,FALSE
43736,FALSE
67416,FALSE
52864,FALSE
69812,TRUE
66572,FALSE
66573,FALSE
66890,FALSE
66891,FALSE
66892,FALSE
66893,FALSE
66894,FALSE
66895,FALSE
66896,FALSE
66898,FALSE
66899,FALSE
66900,FALSE
67349,FALSE
67350,FALSE
67352,FALSE
44320,FALSE
28250,FALSE
47574,FALSE
68007,FALSE
34900,FALSE
55890,FALSE
43721,FALSE
45753,FALSE
56505,TRUE
62792,TRUE
68033,TRUE
71920,FALSE
60034,FALSE
66476,TRUE
41614,FALSE
36719,FALSE
39236,TRUE
43991,FALSE
41346,TRUE
59516,FALSE
57226,TRUE
55360,FALSE
62320,FALSE
36790,FALSE
33460,FALSE
46512,TRUE
28810,TRUE
26988,FALSE
69803,TRUE
37297,TRUE
74818,FALSE
50341,TRUE
60013,TRUE
74615,TRUE
51357,FALSE
35669,FALSE
38522,TRUE
38910,FALSE
61372,FALSE
68915,FALSE
29102,TRUE
50442,TRUE
64082,TRUE
69826,TRUE
40281,FALSE
47908,TRUE
48320,FALSE
65104,FALSE
32128,TRUE
44753,TRUE
50019,FALSE
56267,FALSE
43409,FALSE
28120,FALSE
52309,FALSE
45546,FALSE
46702,FALSE
57155,FALSE
73955,TRUE
26995,FALSE
41511,TRUE
49887,FALSE
25741,TRUE
56862,TRUE
60488,FALSE
60914,FALSE
41243,FALSE
59341,FALSE
30256,TRUE
57772,FALSE
45669,FALSE
29351,FALSE
37382,TRUE
62306,TRUE
60584,FALSE
66093,FALSE
66094,FALSE
48534,TRUE
50006,TRUE
46521,FALSE
25050,FALSE
29496,TRUE
41818,FALSE
68802,FALSE
74228,TRUE
63973,FALSE
42617,FALSE
54254,TRUE
68359,TRUE
45978,FALSE
66797,FALSE
66798,TRUE
35283,FALSE
37063,TRUE
26396,FALSE
25037,FALSE
32486,TRUE
40056,TRUE
68631,FALSE
55382,FALSE
44493,FALSE
42909,TRUE
73738,TRUE
26198,FALSE
26568,TRUE
27717,TRUE
27719,TRUE
30573,TRUE
45790,FALSE
24601,FALSE
25118,FALSE
57652,FALSE
71571,FALSE
50800,FALSE
39896,TRUE
29025,FALSE
31682,TRUE
58230,TRUE
41622,TRUE
36996,FALSE
27792,FALSE
32923,FALSE
32920,TRUE
63872,TRUE
73949,TRUE
62885,FALSE
26767,FALSE
29103,TRUE
38517,TRUE
45797,FALSE
74144,FALSE
74145,FALSE
74919,TRUE
54836,FALSE
55162,TRUE
41912,FALSE
44416,FALSE
74889,TRUE
37995,TRUE
46427,FALSE
65926,TRUE
32619,FALSE
42218,FALSE
73559,TRUE
74609,TRUE
27872,FALSE
25599,FALSE
50585,FALSE
36318,FALSE
43731,FALSE
62886,FALSE
37685,FALSE
40632,TRUE
41500,FALSE
41501,TRUE
55668,FALSE
24746,FALSE
57540,FALSE
46698,FALSE
46699,FALSE
46700,TRUE
50208,FALSE
67611,FALSE
69975,FALSE
74509,FALSE
49673,FALSE
71054,FALSE
25965,TRUE
57648,FALSE
58143,FALSE
30833,FALSE
42931,FALSE
67618,TRUE
25732,FALSE
30774,FALSE
33977,FALSE
40444,FALSE
45658,FALSE
50783,TRUE
52718,FALSE
40255,FALSE
24754,FALSE
32783,TRUE
39349,TRUE
73428,FALSE
26118,FALSE
51167,FALSE
42823,TRUE
35617,FALSE
55617,FALSE
71696,TRUE
34846,TRUE
45571,FALSE
25745,TRUE
45475,FALSE
61158,FALSE
63785,FALSE
73456,FALSE
48268,FALSE
44883,TRUE
32349,TRUE
32350,TRUE
73743,FALSE
41711,TRUE
51240,TRUE
25047,FALSE
61511,FALSE
31058,FALSE
51831,FALSE
62219,FALSE
44203,TRUE
26646,TRUE
45886,FALSE
33305,TRUE
28821,TRUE
47813,FALSE
51566,FALSE
71756,TRUE
53037,FALSE
68543,FALSE
53386,FALSE
28100,FALSE
57651,TRUE
44168,FALSE
73082,FALSE
57131,FALSE
60491,FALSE
33003,FALSE
33528,FALSE
34612,FALSE
66182,FALSE
31732,FALSE
63685,TRUE
60286,FALSE
30926,TRUE
30927,TRUE
30928,TRUE
30929,TRUE
70571,FALSE
35665,FALSE
25422,FALSE
35262,TRUE
24756,TRUE
72232,FALSE
38664,FALSE
33535,FALSE
34378,TRUE
34698,FALSE
68918,FALSE
34699,FALSE
46426,TRUE
74594,TRUE
69743,FALSE
31909,FALSE
49578,FALSE
75000,TRUE
28544,FALSE
44827,FALSE
33402,FALSE
43224,FALSE
43244,FALSE
61492,FALSE
61176,FALSE
38109,FALSE
38265,FALSE
64291,FALSE
47918,TRUE
41901,FALSE
43820,FALSE
27462,TRUE
63454,FALSE
68376,FALSE
51716,FALSE
38515,TRUE
59712,TRUE
51061,TRUE
40347,TRUE
49910,FALSE
55614,FALSE
61798,TRUE
61956,TRUE
64301,FALSE
65813,FALSE
33459,TRUE
40536,TRUE
57030,FALSE
74776,FALSE
64073,FALSE
50448,FALSE
53574,FALSE
32642,FALSE
44504,FALSE
68046,FALSE
37983,TRUE
40176,FALSE
63662,FALSE
28548,TRUE
38984,TRUE
38981,FALSE
45545,FALSE
62878,FALSE
41022,TRUE
49567,FALSE
36718,FALSE
69583,FALSE
43838,FALSE
40653,TRUE
24820,TRUE
56765,FALSE
44721,TRUE
69365,FALSE
49361,FALSE
31667,FALSE
48760,TRUE
50338,FALSE
57453,FALSE
65102,FALSE
69032,FALSE
41333,FALSE
50692,FALSE
42417,FALSE
52301,FALSE
71584,TRUE
54364,TRUE
54168,TRUE
54169,TRUE
42905,TRUE
57039,TRUE
38932,TRUE
43427,TRUE
45037,FALSE
41427,TRUE
46679,TRUE
32053,TRUE
64394,FALSE
44637,TRUE
34305,TRUE
39299,TRUE
52425,TRUE
38595,TRUE
25891,FALSE
45673,FALSE
55869,FALSE
39985,TRUE
53886,FALSE
52277,FALSE
36596,FALSE
68276,TRUE
25878,FALSE
39144,FALSE
53701,FALSE
55067,FALSE
48412,FALSE
26184,FALSE
25656,FALSE
39584,FALSE
58854,FALSE
36370,FALSE
37142,FALSE
39883,FALSE
53073,FALSE
71179,FALSE
71180,FALSE
71182,FALSE
71183,FALSE
61375,FALSE
64633,FALSE
54850,FALSE
48850,TRUE
72551,TRUE
61923,FALSE
43638,TRUE
51584,FALSE
59941,TRUE
43004,FALSE
61290,TRUE
63271,FALSE
29271,TRUE
70201,FALSE
58965,TRUE
73765,TRUE
44516,FALSE
51696,FALSE
31421,FALSE
67521,TRUE
69305,TRUE
59045,FALSE
28102,TRUE
37610,TRUE
49387,FALSE
59803,FALSE
71383,TRUE
66280,TRUE
58941,FALSE
47246,FALSE
47247,TRUE
51237,FALSE
63356,FALSE
64808,FALSE
55072,FALSE
38068,TRUE
31971,FALSE
54572,FALSE
58133,TRUE
44164,FALSE
55276,TRUE
32283,FALSE
63989,TRUE
50702,FALSE
24751,TRUE
40283,TRUE
47237,FALSE
60326,FALSE
42686,FALSE
56748,FALSE
68803,FALSE
69085,FALSE
25187,FALSE
27867,FALSE
31735,FALSE
31736,FALSE
31737,TRUE
26565,FALSE
54464,FALSE
49259,FALSE
42224,FALSE
46311,FALSE
55068,FALSE
57139,FALSE
69575,FALSE
59707,FALSE
37219,TRUE
38834,TRUE
51486,TRUE
51487,TRUE
56077,TRUE
45984,FALSE
47792,FALSE
73749,FALSE
74418,FALSE
72372,TRUE
64146,TRUE
28501,FALSE
26715,TRUE
61591,FALSE
44302,FALSE
50340,TRUE
59517,FALSE
29512,FALSE
46334,FALSE
47596,TRUE
61037,TRUE
59835,TRUE
43523,FALSE
71248,FALSE
41906,FALSE
33099,FALSE
60586,FALSE
61029,FALSE
42383,FALSE
31296,TRUE
31669,FALSE
32273,TRUE
61276,FALSE
47268,TRUE
47269,TRUE
27250,TRUE
43729,FALSE
55262,FALSE
28829,TRUE
60487,TRUE
30994,FALSE
35790,TRUE
29498,TRUE
31127,TRUE
60291,FALSE
40637,FALSE
67210,FALSE
69811,FALSE
36072,TRUE
34693,FALSE
63972,FALSE
66858,FALSE
49346,FALSE
34165,FALSE
41326,FALSE
51914,FALSE
58737,FALSE
58738,FALSE
63700,FALSE
71942,FALSE
63139,TRUE
56258,FALSE
52493,FALSE
69479,FALSE
58354,FALSE
44872,FALSE
49053,TRUE
33229,FALSE
36166,FALSE
68383,FALSE
56277,FALSE
42687,TRUE
44756,TRUE
54835,TRUE
59840,FALSE
60503,TRUE
29269,FALSE
64284,FALSE
54255,FALSE
25194,FALSE
69581,FALSE
43005,FALSE
43104,FALSE
30933,FALSE
37606,FALSE
37707,FALSE
44638,TRUE
67083,TRUE
27078,FALSE
27079,FALSE
42227,FALSE
61832,FALSE
51381,TRUE
55984,FALSE
49793,FALSE
48546,FALSE
68136,FALSE
74806,TRUE
70405,FALSE
48394,TRUE
44405,TRUE
43417,FALSE
38098,TRUE
63988,TRUE
39326,FALSE
41227,FALSE
66396,FALSE
66397,FALSE
24882,FALSE
49482,TRUE
32723,FALSE
70225,TRUE
35851,TRUE
35852,TRUE
71254,TRUE
63467,TRUE
66555,TRUE
28271,FALSE
73656,FALSE
40739,FALSE
51819,TRUE
74143,FALSE
63272,TRUE
63780,FALSE
28281,TRUE
65701,TRUE
58622,TRUE
36722,TRUE
67600,FALSE
40939,TRUE
67413,TRUE
69297,TRUE
67736,FALSE
35400,TRUE
72517,FALSE
69024,FALSE
73820,TRUE
39786,TRUE
37668,FALSE
38169,TRUE
49904,TRUE
34934,FALSE
31983,FALSE
42615,FALSE
53368,TRUE
35789,TRUE
41351,TRUE
43915,TRUE
42215,FALSE
75102,TRUE
41624,TRUE
34931,FALSE
37989,FALSE
25116,FALSE
29011,FALSE
31985,FALSE
45767,FALSE
62877,FALSE
67727,TRUE
40356,TRUE
49566,TRUE
62321,FALSE
26768,TRUE
32417,FALSE
61380,FALSE
36008,TRUE
29181,FALSE
43709,FALSE
41140,FALSE
30205,TRUE
26978,TRUE
35610,TRUE
35613,TRUE
35614,TRUE
36168,FALSE
49890,TRUE
56951,TRUE
70993,FALSE
70994,FALSE
50206,FALSE
54283,TRUE
37824,TRUE
71927,TRUE
75011,TRUE
68627,FALSE
37374,FALSE
54259,FALSE
39771,FALSE
40270,FALSE
71484,FALSE
31752,FALSE
68043,FALSE
61585,TRUE
60572,FALSE
35946,FALSE
57032,TRUE
25946,TRUE
25501,TRUE
25502,TRUE
39974,TRUE
53993,TRUE
38310,TRUE
60573,TRUE
63132,TRUE
31678,TRUE
35493,FALSE
35929,FALSE
73254,FALSE
51348,FALSE
53058,TRUE
58380,FALSE
60490,FALSE
60579,FALSE
72133,FALSE
50028,FALSE
54269,FALSE
73449,TRUE
72439,TRUE
41895,TRUE
36372,TRUE
68464,FALSE
48413,FALSE
60492,FALSE
66156,FALSE
70862,FALSE
49783,FALSE
47405,TRUE
56945,FALSE
56946,FALSE
47913,TRUE
43734,TRUE
30601,FALSE
29118,FALSE
74703,FALSE
35950,FALSE
58857,TRUE
58858,TRUE
33915,FALSE
44290,TRUE
45184,FALSE
45035,TRUE
74215,TRUE
28095,TRUE
27334,FALSE
27244,FALSE
54241,FALSE
27628,FALSE
72380,TRUE
36018,FALSE
40521,FALSE
41612,FALSE
70117,FALSE
70309,FALSE
41418,FALSE
25673,FALSE
59309,FALSE
45472,TRUE
27801,FALSE
46819,FALSE
63352,TRUE
71052,FALSE
36080,FALSE
32483,TRUE
41330,FALSE
30986,FALSE
30988,FALSE
32921,TRUE
30255,FALSE
34522,TRUE
65000,TRUE
74520,FALSE
39424,FALSE
27723,FALSE
28249,FALSE
45772,FALSE
34298,FALSE
47685,FALSE
44321,FALSE
71744,TRUE
52034,FALSE
39594,FALSE
39595,FALSE
39596,FALSE
39597,FALSE
40649,FALSE
40650,FALSE
40660,TRUE
41123,FALSE
41124,FALSE
41125,FALSE
42118,FALSE
42119,FALSE
40446,TRUE
40638,FALSE
41127,FALSE
39500,TRUE
63375,FALSE
63377,FALSE
63378,FALSE
65392,FALSE
65393,FALSE
65394,FALSE
65395,FALSE
65396,FALSE
65397,FALSE
66802,FALSE
69966,FALSE
69967,FALSE
69968,FALSE
69969,FALSE
69970,FALSE
69971,FALSE
69972,FALSE
55898,FALSE
32638,FALSE
42927,TRUE
39590,FALSE
52824,FALSE
55801,TRUE
62957,FALSE
46688,TRUE
62158,FALSE
53248,FALSE
53162,TRUE
27416,TRUE
40535,TRUE
60389,FALSE
39881,TRUE
32913,FALSE
44745,FALSE
56868,TRUE
66785,FALSE
43117,TRUE
72434,FALSE
63574,FALSE
51701,TRUE
63477,FALSE
52582,FALSE
55148,FALSE
59274,FALSE
65826,FALSE
33235,FALSE
58374,TRUE
69146,FALSE
69928,FALSE
51721,FALSE
50778,TRUE
33603,FALSE
53128,FALSE
26014,FALSE
26018,FALSE
66150,FALSE
61466,FALSE
67728,FALSE
67730,FALSE
67731,FALSE
67732,FALSE
67733,FALSE
67734,FALSE
67851,FALSE
70421,FALSE
70422,FALSE
70423,FALSE
70424,FALSE
46082,FALSE
31060,FALSE
25396,FALSE
43646,TRUE
43426,TRUE
70390,FALSE
43724,FALSE
65188,FALSE
70232,FALSE
39898,FALSE
38499,FALSE
53040,FALSE
62406,TRUE
28176,FALSE
46060,TRUE
47122,TRUE
41985,TRUE
46818,FALSE
50674,FALSE
51356,FALSE
57219,TRUE
36014,FALSE
45674,FALSE
31754,FALSE
72010,FALSE
69655,TRUE
74713,FALSE
39327,FALSE
36784,FALSE
70971,TRUE
25423,FALSE
70780,FALSE
62675,FALSE
29793,FALSE
49582,FALSE
67601,FALSE
39503,FALSE
32982,FALSE
70096,FALSE
57843,FALSE
63969,FALSE
37903,FALSE
25825,TRUE
46701,FALSE
36090,TRUE
72650,FALSE
58504,FALSE
47995,FALSE
33156,FALSE
33160,FALSE
33307,FALSE
33461,FALSE
33464,FALSE
33465,FALSE
24959,FALSE
67536,FALSE
45181,TRUE
50013,TRUE
64141,FALSE
61121,TRUE
63567,FALSE
27528,TRUE
55040,FALSE
25593,FALSE
50921,TRUE
55804,TRUE
25246,TRUE
59149,FALSE
61160,TRUE
69150,TRUE
39333,FALSE
40850,FALSE
42305,FALSE
46431,FALSE
40466,FALSE
49262,TRUE
63786,FALSE
25582,FALSE
26757,FALSE
32636,FALSE
38660,FALSE
41117,FALSE
42807,FALSE
44186,FALSE
45769,FALSE
47113,FALSE
49893,FALSE
51020,FALSE
57737,FALSE
62953,FALSE
64173,FALSE
64627,FALSE
65579,FALSE
66554,FALSE
67596,FALSE
69036,FALSE
70203,TRUE
54276,FALSE
64290,FALSE
46429,TRUE
27233,FALSE
53802,TRUE
26026,TRUE
47686,FALSE
60842,FALSE
65218,FALSE
43225,FALSE
62165,TRUE
36787,FALSE
40285,FALSE
25737,FALSE
35393,TRUE
55388,TRUE
34311,TRUE
58214,TRUE
57340,FALSE
45570,TRUE
64152,FALSE
64734,FALSE
68926,FALSE
69661,FALSE
52827,FALSE
65213,FALSE
55620,TRUE
49158,FALSE
63384,TRUE
61026,TRUE
26200,TRUE
58398,FALSE
62481,TRUE
41714,TRUE
26999,FALSE
68381,FALSE
45173,FALSE
46432,FALSE
72990,FALSE
64999,FALSE
28537,FALSE
37993,TRUE
40050,TRUE
50126,TRUE
49902,FALSE
28535,TRUE
41332,TRUE
42202,FALSE
61595,TRUE
35065,TRUE
43234,TRUE
43236,FALSE
68610,FALSE
49672,TRUE
72135,FALSE
42839,TRUE
26345,FALSE
59920,FALSE
45796,FALSE
36423,TRUE
35221,FALSE
60805,TRUE
27010,TRUE
53623,FALSE
26333,FALSE
42309,TRUE
34524,TRUE
26010,FALSE
42808,TRUE
25820,FALSE
33100,TRUE
35052,FALSE
36011,FALSE
55870,TRUE
47483,FALSE
46423,FALSE
39407,FALSE
36575,FALSE
31126,FALSE
36932,FALSE
39785,FALSE
60810,FALSE
70129,TRUE
37999,FALSE
35850,FALSE
64514,FALSE
25604,TRUE
28653,FALSE
25657,TRUE
38533,FALSE
43901,FALSE
27621,FALSE
28277,TRUE
38184,FALSE
60216,FALSE
62782,TRUE
74917,FALSE
33385,TRUE
25036,FALSE
32986,TRUE
55379,FALSE
50441,FALSE
50704,FALSE
28649,FALSE
34753,FALSE
36235,TRUE
67816,TRUE
26325,TRUE
70594,FALSE
47563,FALSE
42717,FALSE
33096,TRUE
52276,FALSE
64996,TRUE
67119,TRUE
25417,FALSE
33920,FALSE
66381,FALSE
54251,FALSE
62695,TRUE
56256,FALSE
57158,TRUE
43916,FALSE
42312,FALSE
43436,FALSE
60320,FALSE
31733,TRUE
65694,FALSE
59925,TRUE
45043,FALSE
49786,FALSE
49787,TRUE
74799,FALSE
46823,FALSE
51604,FALSE
44505,TRUE
44507,TRUE
46064,FALSE
35726,FALSE
62866,TRUE
72718,FALSE
73650,TRUE
34553,FALSE
26899,FALSE
